log_id,pipeline_id,domaine,date_run,statut,duree_sec,volume_lignes_traitees
LOG_008746,PIPE_MAR_07,Marketing,2024-10-12 14:16:25,succès,3277.7,1298438
LOG_001660,PIPE_FIN_04,Finance,2024-10-12 14:33:30,succès,162.5,402138
LOG_006847,PIPE_VEN_05,Ventes,2024-10-12 15:17:39,succès,491.5,954120
LOG_004120,PIPE_MAR_01,Marketing,2024-10-12 16:07:25,succès,2990.5,1280927
LOG_000763,PIPE_VEN_09,Ventes,2024-10-12 16:32:21,succès,2828.3,629317
LOG_007920,PIPE_VEN_02,Ventes,2024-10-12 17:07:54,succès,1984.4,1004474
LOG_003499,PIPE_FIN_05,Finance,2024-10-12 17:14:14,échec,60.0,0
LOG_009371,PIPE_VEN_09,Ventes,2024-10-12 17:16:47,succès,1421.1,794724
LOG_002997,PIPE_RH_08,RH,2024-10-12 17:28:03,succès,514.7,971511
LOG_001943,PIPE_RH_04,RH,2024-10-12 17:29:11,succès,1368.9,1433702
LOG_003711,PIPE_VEN_04,Ventes,2024-10-12 18:22:47,succès,27.0,1741651
LOG_004769,PIPE_FIN_02,Finance,2024-10-12 18:24:22,succès,293.6,239491
LOG_001933,PIPE_VEN_02,Ventes,2024-10-12 18:35:43,succès,3072.2,1954245
LOG_003629,PIPE_RH_10,RH,2024-10-12 18:38:12,échec,103.4,0
LOG_009715,PIPE_MAR_03,Marketing,2024-10-12 19:26:40,succès,208.4,847683
LOG_003204,PIPE_VEN_05,Ventes,2024-10-12 19:31:10,succès,2509.6,478150
LOG_007461,PIPE_RH_03,RH,2024-10-12 20:01:09,succès,1400.3,508307
LOG_003526,PIPE_MAR_09,Marketing,2024-10-12 20:11:10,succès,2337.3,881651
LOG_000666,PIPE_FIN_02,Finance,2024-10-12 20:30:31,succès,2594.4,132718
LOG_001211,PIPE_FIN_02,Finance,2024-10-12 20:51:52,échec,49.7,0
LOG_005028,PIPE_MAR_10,Marketing,2024-10-12 21:25:12,succès,3293.1,140788
LOG_000987,PIPE_MAR_06,Marketing,2024-10-12 21:26:08,succès,1690.6,1075232
LOG_008531,PIPE_RH_10,RH,2024-10-12 21:57:49,succès,3390.2,1339979
LOG_007425,PIPE_FIN_10,Finance,2024-10-12 22:18:22,succès,948.5,1662398
LOG_007269,PIPE_RH_09,RH,2024-10-12 22:25:05,succès,2788.9,1165186
LOG_008505,PIPE_VEN_01,Ventes,2024-10-12 22:31:17,échec,54.4,0
LOG_009202,PIPE_FIN_06,Finance,2024-10-13 00:55:21,succès,2417.8,1295285
LOG_001600,PIPE_FIN_03,Finance,2024-10-13 01:29:42,succès,2268.3,565072
LOG_000468,PIPE_FIN_02,Finance,2024-10-13 01:35:21,succès,2774.4,947838
LOG_004423,PIPE_VEN_03,Ventes,2024-10-13 02:00:31,succès,2393.7,506277
LOG_009802,PIPE_FIN_07,Finance,2024-10-13 03:28:28,succès,1049.3,1643786
LOG_004854,PIPE_FIN_02,Finance,2024-10-13 04:07:44,succès,530.6,1654349
LOG_000093,PIPE_FIN_05,Finance,2024-10-13 04:36:29,succès,1330.1,1570891
LOG_000238,PIPE_MAR_05,Marketing,2024-10-13 05:09:36,succès,391.5,280981
LOG_008557,PIPE_VEN_09,Ventes,2024-10-13 05:26:27,succès,3142.2,1391265
LOG_002426,PIPE_FIN_03,Finance,2024-10-13 06:19:13,succès,3396.9,538017
LOG_007573,PIPE_MAR_09,Marketing,2024-10-13 06:37:30,succès,1124.1,1258714
LOG_008152,PIPE_VEN_10,Ventes,2024-10-13 07:11:39,succès,1892.4,1807268
LOG_008846,PIPE_RH_08,RH,2024-10-13 07:37:30,avertissement,1234.1,1776281
LOG_009109,PIPE_FIN_05,Finance,2024-10-13 07:57:52,succès,3204.8,1829497
LOG_006942,PIPE_FIN_01,Finance,2024-10-13 08:15:41,succès,2705.2,403048
LOG_001676,PIPE_RH_01,RH,2024-10-13 08:24:46,succès,3125.4,1969361
LOG_008586,PIPE_FIN_06,Finance,2024-10-13 10:58:16,succès,859.6,1224316
LOG_005372,PIPE_MAR_02,Marketing,2024-10-13 11:00:52,succès,142.6,1676245
LOG_007201,PIPE_RH_05,RH,2024-10-13 11:23:43,échec,68.9,0
LOG_009210,PIPE_RH_05,RH,2024-10-13 11:48:57,succès,2815.6,128317
LOG_003632,PIPE_RH_06,RH,2024-10-13 12:46:58,succès,1570.4,874940
LOG_003762,PIPE_MAR_09,Marketing,2024-10-13 13:24:37,succès,2717.6,974603
LOG_008145,PIPE_RH_06,RH,2024-10-13 13:33:17,succès,2436.8,876846
LOG_000063,PIPE_VEN_08,Ventes,2024-10-13 13:58:02,succès,1200.1,1599959
LOG_004063,PIPE_FIN_04,Finance,2024-10-13 14:43:32,succès,488.4,624796
LOG_000404,PIPE_MAR_10,Marketing,2024-10-13 14:50:36,succès,3524.5,613799
LOG_007847,PIPE_MAR_09,Marketing,2024-10-13 15:04:31,succès,1250.8,91592
LOG_004982,PIPE_MAR_04,Marketing,2024-10-13 15:32:11,succès,2542.1,1028757
LOG_003011,PIPE_RH_06,RH,2024-10-13 16:16:09,avertissement,3373.7,1440313
LOG_007947,PIPE_FIN_06,Finance,2024-10-13 16:47:22,succès,2492.9,1921062
LOG_002928,PIPE_MAR_02,Marketing,2024-10-13 16:59:26,succès,836.7,1111356
LOG_003648,PIPE_RH_03,RH,2024-10-13 17:02:48,succès,1960.6,395522
LOG_000714,PIPE_RH_10,RH,2024-10-13 17:15:17,échec,94.1,0
LOG_002299,PIPE_VEN_01,Ventes,2024-10-13 18:08:07,succès,2156.6,1101533
LOG_005965,PIPE_VEN_04,Ventes,2024-10-13 18:32:26,succès,1979.0,119552
LOG_007711,PIPE_VEN_07,Ventes,2024-10-13 18:45:03,échec,91.0,0
LOG_004827,PIPE_MAR_10,Marketing,2024-10-13 19:53:48,succès,2956.1,1917692
LOG_000848,PIPE_MAR_06,Marketing,2024-10-13 20:15:17,succès,1180.0,1463426
LOG_006694,PIPE_VEN_04,Ventes,2024-10-13 20:42:21,avertissement,1637.8,211617
LOG_006777,PIPE_RH_09,RH,2024-10-13 21:39:54,succès,2362.5,1822162
LOG_009259,PIPE_VEN_05,Ventes,2024-10-13 21:42:12,succès,3093.5,1451860
LOG_007775,PIPE_FIN_10,Finance,2024-10-13 22:00:33,succès,2292.2,1631407
LOG_007682,PIPE_VEN_04,Ventes,2024-10-13 22:02:15,succès,1602.1,583750
LOG_006733,PIPE_VEN_04,Ventes,2024-10-13 22:28:45,succès,788.9,30015
LOG_001980,PIPE_RH_06,RH,2024-10-13 22:38:21,succès,2164.1,733536
LOG_003283,PIPE_VEN_10,Ventes,2024-10-13 22:39:56,succès,1375.9,529910
LOG_001017,PIPE_FIN_03,Finance,2024-10-13 23:31:42,succès,790.1,1349277
LOG_004373,PIPE_RH_09,RH,2024-10-14 00:14:58,succès,148.1,948920
LOG_005899,PIPE_FIN_05,Finance,2024-10-14 00:25:36,succès,1476.7,1434792
LOG_005890,PIPE_MAR_03,Marketing,2024-10-14 01:54:26,succès,3278.5,1769231
LOG_004886,PIPE_RH_05,RH,2024-10-14 02:33:53,succès,2460.1,1930599
LOG_007194,PIPE_FIN_07,Finance,2024-10-14 03:16:08,avertissement,2626.8,202624
LOG_004601,PIPE_RH_08,RH,2024-10-14 03:55:05,avertissement,640.7,250129
LOG_001349,PIPE_RH_10,RH,2024-10-14 05:07:51,succès,195.1,1195989
LOG_007273,PIPE_RH_09,RH,2024-10-14 05:09:24,succès,2190.9,25095
LOG_005284,PIPE_RH_03,RH,2024-10-14 05:26:46,succès,28.8,9514
LOG_007897,PIPE_MAR_01,Marketing,2024-10-14 05:37:11,succès,1747.6,51190
LOG_009646,PIPE_FIN_07,Finance,2024-10-14 05:53:46,avertissement,3537.1,1198206
LOG_006008,PIPE_VEN_02,Ventes,2024-10-14 06:06:02,succès,441.6,1530737
LOG_000398,PIPE_MAR_06,Marketing,2024-10-14 06:06:18,échec,87.7,0
LOG_008994,PIPE_VEN_10,Ventes,2024-10-14 06:14:23,succès,230.3,1762434
LOG_009123,PIPE_MAR_01,Marketing,2024-10-14 06:20:33,avertissement,1735.4,774410
LOG_007064,PIPE_RH_09,RH,2024-10-14 07:01:41,succès,2447.4,982112
LOG_007791,PIPE_FIN_02,Finance,2024-10-14 07:45:54,succès,1666.4,1257453
LOG_006831,PIPE_RH_04,RH,2024-10-14 07:48:28,avertissement,1878.8,1211308
LOG_002159,PIPE_FIN_01,Finance,2024-10-14 09:23:28,succès,1059.2,874738
LOG_002412,PIPE_VEN_10,Ventes,2024-10-14 09:34:15,succès,1132.6,100671
LOG_006098,PIPE_RH_05,RH,2024-10-14 10:56:20,succès,837.6,381160
LOG_000907,PIPE_FIN_08,Finance,2024-10-14 12:53:56,succès,2190.7,1034974
LOG_000369,PIPE_MAR_07,Marketing,2024-10-14 13:34:13,succès,3486.5,1471533
LOG_006250,PIPE_VEN_01,Ventes,2024-10-14 13:43:16,succès,1847.5,194516
LOG_008475,PIPE_RH_01,RH,2024-10-14 13:51:47,succès,3433.5,1889821
LOG_004875,PIPE_VEN_08,Ventes,2024-10-14 14:46:14,succès,95.8,762323
LOG_009245,PIPE_MAR_01,Marketing,2024-10-14 15:21:02,succès,3344.9,323588
LOG_009233,PIPE_VEN_09,Ventes,2024-10-14 15:23:40,échec,104.6,0
LOG_005836,PIPE_FIN_03,Finance,2024-10-14 15:27:26,succès,1125.2,449259
LOG_000187,PIPE_RH_09,RH,2024-10-14 15:36:20,succès,3558.1,1162240
LOG_008503,PIPE_MAR_01,Marketing,2024-10-14 15:36:33,succès,195.3,1983993
LOG_009471,PIPE_FIN_02,Finance,2024-10-14 16:03:22,succès,342.0,1104559
LOG_007139,PIPE_MAR_09,Marketing,2024-10-14 16:50:35,succès,3552.4,1832256
LOG_001592,PIPE_MAR_06,Marketing,2024-10-14 17:12:51,succès,3517.7,1380360
LOG_006778,PIPE_RH_04,RH,2024-10-14 17:20:47,succès,1425.2,1554512
LOG_000102,PIPE_FIN_06,Finance,2024-10-14 17:23:41,avertissement,2323.2,127082
LOG_009793,PIPE_MAR_04,Marketing,2024-10-14 17:26:26,succès,1691.5,781220
LOG_000962,PIPE_MAR_06,Marketing,2024-10-14 17:40:45,succès,627.2,1404363
LOG_003773,PIPE_MAR_06,Marketing,2024-10-14 17:47:57,succès,3146.4,1575639
LOG_001691,PIPE_VEN_02,Ventes,2024-10-14 18:12:58,succès,1844.0,1754332
LOG_009975,PIPE_MAR_04,Marketing,2024-10-14 18:35:37,succès,3415.0,1449334
LOG_003534,PIPE_FIN_05,Finance,2024-10-14 18:44:41,succès,1569.8,840876
LOG_005527,PIPE_VEN_05,Ventes,2024-10-14 18:48:19,succès,666.1,989822
LOG_004114,PIPE_MAR_02,Marketing,2024-10-14 20:11:13,échec,55.9,0
LOG_001753,PIPE_FIN_01,Finance,2024-10-14 20:15:45,succès,1694.5,1342731
LOG_005734,PIPE_FIN_08,Finance,2024-10-14 20:32:12,succès,1541.8,1135872
LOG_004688,PIPE_FIN_03,Finance,2024-10-14 21:53:56,succès,1316.3,502190
LOG_008288,PIPE_MAR_01,Marketing,2024-10-14 21:55:21,échec,74.5,0
LOG_009622,PIPE_FIN_01,Finance,2024-10-14 22:02:10,succès,1499.8,1454075
LOG_000199,PIPE_FIN_03,Finance,2024-10-14 22:05:41,succès,373.8,687797
LOG_004516,PIPE_RH_10,RH,2024-10-14 22:11:32,succès,958.8,1527603
LOG_002442,PIPE_MAR_10,Marketing,2024-10-14 22:35:56,succès,2337.7,1910210
LOG_005208,PIPE_RH_05,RH,2024-10-14 22:40:51,succès,1860.5,1176422
LOG_000835,PIPE_MAR_10,Marketing,2024-10-14 22:48:09,succès,2757.7,1942370
LOG_003350,PIPE_FIN_05,Finance,2024-10-14 23:00:23,succès,2684.5,939214
LOG_008773,PIPE_RH_01,RH,2024-10-14 23:20:02,succès,1105.7,1706519
LOG_005647,PIPE_MAR_03,Marketing,2024-10-14 23:24:24,succès,1439.0,128648
LOG_001441,PIPE_RH_01,RH,2024-10-15 00:39:57,succès,711.9,690569
LOG_008394,PIPE_RH_08,RH,2024-10-15 01:11:20,succès,2014.1,1850087
LOG_000256,PIPE_VEN_06,Ventes,2024-10-15 01:49:03,succès,2780.3,1511988
LOG_004898,PIPE_RH_05,RH,2024-10-15 01:52:25,échec,118.6,0
LOG_006802,PIPE_FIN_02,Finance,2024-10-15 02:20:10,succès,2461.3,1581626
LOG_001801,PIPE_VEN_10,Ventes,2024-10-15 02:47:39,succès,1880.7,533827
LOG_000645,PIPE_MAR_10,Marketing,2024-10-15 03:24:40,succès,711.3,1520355
LOG_003908,PIPE_FIN_04,Finance,2024-10-15 03:48:57,succès,1914.7,972338
LOG_008363,PIPE_FIN_01,Finance,2024-10-15 03:58:10,succès,3078.5,1522402
LOG_002762,PIPE_RH_10,RH,2024-10-15 05:46:43,succès,3588.5,957316
LOG_009517,PIPE_VEN_10,Ventes,2024-10-15 06:02:18,succès,730.6,1697693
LOG_002896,PIPE_VEN_03,Ventes,2024-10-15 07:25:51,avertissement,1796.9,1952338
LOG_008692,PIPE_RH_03,RH,2024-10-15 07:56:26,succès,485.2,302958
LOG_004540,PIPE_FIN_07,Finance,2024-10-15 09:14:51,succès,1243.1,350787
LOG_007475,PIPE_MAR_09,Marketing,2024-10-15 10:26:10,succès,2263.3,1912587
LOG_000115,PIPE_MAR_10,Marketing,2024-10-15 11:31:34,succès,1374.4,1252921
LOG_000777,PIPE_VEN_08,Ventes,2024-10-15 11:53:11,succès,2776.5,1098971
LOG_006821,PIPE_FIN_03,Finance,2024-10-15 12:11:07,succès,97.7,1775865
LOG_004679,PIPE_FIN_08,Finance,2024-10-15 14:07:43,succès,332.9,1944456
LOG_005134,PIPE_FIN_06,Finance,2024-10-15 14:37:49,succès,3291.5,810182
LOG_005057,PIPE_FIN_10,Finance,2024-10-15 14:39:47,succès,2766.2,670699
LOG_009837,PIPE_VEN_07,Ventes,2024-10-15 14:43:59,succès,3140.0,366764
LOG_006441,PIPE_VEN_08,Ventes,2024-10-15 15:50:00,succès,1859.9,1002756
LOG_005568,PIPE_VEN_01,Ventes,2024-10-15 16:49:10,succès,3212.5,748038
LOG_001945,PIPE_RH_07,RH,2024-10-15 17:03:53,succès,1579.4,1881553
LOG_000736,PIPE_RH_02,RH,2024-10-15 17:17:14,succès,2988.0,1919012
LOG_005643,PIPE_FIN_08,Finance,2024-10-15 19:42:32,succès,905.9,1037808
LOG_007343,PIPE_RH_01,RH,2024-10-15 19:50:28,succès,448.4,1654740
LOG_004138,PIPE_MAR_07,Marketing,2024-10-15 20:26:01,succès,3133.1,620820
LOG_005824,PIPE_RH_06,RH,2024-10-15 21:05:41,avertissement,2675.0,746834
LOG_007036,PIPE_FIN_04,Finance,2024-10-15 21:53:29,avertissement,365.2,139962
LOG_005888,PIPE_MAR_01,Marketing,2024-10-15 21:59:18,avertissement,2719.1,851918
LOG_005275,PIPE_VEN_07,Ventes,2024-10-15 22:12:29,succès,3458.3,1141698
LOG_001678,PIPE_FIN_10,Finance,2024-10-15 23:16:35,succès,1594.7,680128
LOG_006781,PIPE_FIN_10,Finance,2024-10-16 00:00:22,succès,332.4,1412424
LOG_005982,PIPE_FIN_06,Finance,2024-10-16 01:00:25,succès,2558.0,1491084
LOG_007316,PIPE_RH_01,RH,2024-10-16 01:15:50,succès,904.9,1555514
LOG_008200,PIPE_RH_10,RH,2024-10-16 01:44:34,succès,2650.3,1879245
LOG_003938,PIPE_MAR_07,Marketing,2024-10-16 02:06:40,succès,1643.9,835627
LOG_001608,PIPE_MAR_05,Marketing,2024-10-16 02:22:23,succès,361.1,100686
LOG_006322,PIPE_VEN_03,Ventes,2024-10-16 03:34:16,échec,30.8,0
LOG_009465,PIPE_FIN_01,Finance,2024-10-16 03:59:22,succès,2879.9,491102
LOG_007918,PIPE_FIN_07,Finance,2024-10-16 04:08:56,succès,1328.5,1581662
LOG_002228,PIPE_VEN_05,Ventes,2024-10-16 04:23:34,succès,2676.5,1538019
LOG_000531,PIPE_FIN_07,Finance,2024-10-16 04:45:32,succès,997.9,960925
LOG_005821,PIPE_MAR_09,Marketing,2024-10-16 04:47:00,succès,3151.6,358921
LOG_000643,PIPE_FIN_06,Finance,2024-10-16 05:05:13,succès,2678.5,426004
LOG_008267,PIPE_FIN_04,Finance,2024-10-16 05:55:32,succès,888.2,1618487
LOG_003929,PIPE_RH_01,RH,2024-10-16 06:57:08,succès,404.3,1291042
LOG_004577,PIPE_FIN_06,Finance,2024-10-16 07:04:03,succès,1243.4,1033968
LOG_005197,PIPE_RH_04,RH,2024-10-16 07:22:52,échec,16.5,0
LOG_007076,PIPE_VEN_09,Ventes,2024-10-16 07:38:13,succès,2748.8,1834210
LOG_001064,PIPE_VEN_10,Ventes,2024-10-16 08:01:40,échec,103.6,0
LOG_000451,PIPE_RH_01,RH,2024-10-16 08:32:11,succès,2571.9,1375209
LOG_004899,PIPE_FIN_02,Finance,2024-10-16 08:39:47,succès,2388.2,1972441
LOG_009689,PIPE_RH_07,RH,2024-10-16 08:44:17,échec,59.1,0
LOG_007618,PIPE_MAR_08,Marketing,2024-10-16 08:57:31,succès,539.0,610178
LOG_009355,PIPE_FIN_07,Finance,2024-10-16 09:19:56,succès,1039.5,368538
LOG_000347,PIPE_FIN_06,Finance,2024-10-16 09:20:33,avertissement,1557.5,1425523
LOG_007862,PIPE_MAR_03,Marketing,2024-10-16 10:15:21,succès,1081.3,1812321
LOG_001966,PIPE_VEN_02,Ventes,2024-10-16 10:32:15,succès,2598.1,1421905
LOG_003692,PIPE_MAR_02,Marketing,2024-10-16 10:42:54,succès,3543.4,496207
LOG_008504,PIPE_MAR_05,Marketing,2024-10-16 10:58:59,avertissement,3035.3,1336543
LOG_004096,PIPE_VEN_07,Ventes,2024-10-16 11:16:35,avertissement,3245.3,1640384
LOG_006063,PIPE_MAR_03,Marketing,2024-10-16 11:40:36,succès,170.6,523398
LOG_009530,PIPE_FIN_04,Finance,2024-10-16 12:00:16,succès,2280.3,363187
LOG_003146,PIPE_MAR_07,Marketing,2024-10-16 13:05:49,succès,1620.3,579270
LOG_007248,PIPE_MAR_06,Marketing,2024-10-16 13:55:22,échec,116.2,0
LOG_003717,PIPE_MAR_06,Marketing,2024-10-16 14:29:51,succès,655.5,1402241
LOG_001719,PIPE_MAR_08,Marketing,2024-10-16 14:33:13,succès,932.7,1199807
LOG_008116,PIPE_MAR_06,Marketing,2024-10-16 15:33:25,succès,3596.2,24530
LOG_007056,PIPE_MAR_01,Marketing,2024-10-16 16:01:40,succès,381.2,225150
LOG_000746,PIPE_VEN_02,Ventes,2024-10-16 16:23:50,avertissement,1718.2,741522
LOG_009495,PIPE_MAR_08,Marketing,2024-10-16 16:48:25,succès,3283.7,1289725
LOG_008798,PIPE_VEN_01,Ventes,2024-10-16 16:58:52,succès,2425.9,1310368
LOG_000352,PIPE_FIN_09,Finance,2024-10-16 17:16:32,succès,376.3,188044
LOG_000391,PIPE_MAR_03,Marketing,2024-10-16 18:04:48,succès,1043.4,392474
LOG_002726,PIPE_FIN_03,Finance,2024-10-16 18:33:11,succès,2821.6,1847158
LOG_008250,PIPE_RH_01,RH,2024-10-16 18:51:47,succès,1274.0,1561804
LOG_002534,PIPE_FIN_07,Finance,2024-10-16 19:43:10,succès,1601.7,658788
LOG_005665,PIPE_VEN_08,Ventes,2024-10-16 19:44:00,succès,105.9,370479
LOG_004531,PIPE_RH_09,RH,2024-10-16 21:29:42,succès,322.3,193070
LOG_001244,PIPE_VEN_03,Ventes,2024-10-16 21:37:54,échec,96.8,0
LOG_000307,PIPE_VEN_07,Ventes,2024-10-16 22:27:06,succès,3500.4,1974749
LOG_006590,PIPE_MAR_02,Marketing,2024-10-16 23:40:41,succès,114.0,1698583
LOG_003634,PIPE_MAR_05,Marketing,2024-10-17 00:24:55,succès,1405.1,640978
LOG_005657,PIPE_MAR_10,Marketing,2024-10-17 00:51:27,succès,2004.4,1095441
LOG_007395,PIPE_MAR_06,Marketing,2024-10-17 00:52:54,succès,97.9,1883865
LOG_001922,PIPE_VEN_10,Ventes,2024-10-17 01:19:47,succès,912.7,917635
LOG_005073,PIPE_FIN_04,Finance,2024-10-17 01:28:59,succès,443.9,1279489
LOG_007843,PIPE_VEN_01,Ventes,2024-10-17 02:12:48,succès,1773.4,1150182
LOG_002260,PIPE_VEN_05,Ventes,2024-10-17 02:17:27,succès,1052.7,45926
LOG_009388,PIPE_RH_01,RH,2024-10-17 02:45:02,succès,2756.0,1182729
LOG_007730,PIPE_MAR_01,Marketing,2024-10-17 03:12:55,succès,1328.4,691952
LOG_001235,PIPE_FIN_02,Finance,2024-10-17 03:48:28,succès,1201.6,492598
LOG_005133,PIPE_VEN_04,Ventes,2024-10-17 04:11:38,succès,75.5,1042651
LOG_007970,PIPE_FIN_04,Finance,2024-10-17 04:15:58,succès,1937.5,458602
LOG_001151,PIPE_VEN_05,Ventes,2024-10-17 04:25:25,succès,300.7,1035490
LOG_003434,PIPE_RH_07,RH,2024-10-17 04:38:49,échec,53.0,0
LOG_008327,PIPE_MAR_07,Marketing,2024-10-17 05:21:15,succès,2097.8,894836
LOG_008923,PIPE_VEN_02,Ventes,2024-10-17 05:32:23,succès,2039.0,176774
LOG_003058,PIPE_RH_06,RH,2024-10-17 05:42:10,succès,2914.8,897999
LOG_006712,PIPE_FIN_05,Finance,2024-10-17 05:44:53,avertissement,1040.7,1966409
LOG_004144,PIPE_FIN_01,Finance,2024-10-17 05:59:43,succès,484.8,35212
LOG_003014,PIPE_VEN_01,Ventes,2024-10-17 06:15:41,succès,2782.4,563221
LOG_008729,PIPE_VEN_02,Ventes,2024-10-17 06:23:11,succès,2929.1,1054873
LOG_007796,PIPE_FIN_04,Finance,2024-10-17 06:43:05,succès,2597.0,749300
LOG_004375,PIPE_FIN_01,Finance,2024-10-17 07:39:33,succès,1333.7,1276268
LOG_004426,PIPE_VEN_02,Ventes,2024-10-17 07:40:38,échec,57.0,0
LOG_006883,PIPE_VEN_03,Ventes,2024-10-17 08:06:15,avertissement,2237.4,871726
LOG_005344,PIPE_RH_08,RH,2024-10-17 08:10:11,succès,1207.1,415604
LOG_006983,PIPE_VEN_05,Ventes,2024-10-17 08:40:07,échec,49.6,0
LOG_000664,PIPE_RH_05,RH,2024-10-17 08:51:39,succès,2958.7,1910577
LOG_003196,PIPE_VEN_09,Ventes,2024-10-17 09:20:34,succès,2603.7,742581
LOG_002892,PIPE_FIN_10,Finance,2024-10-17 09:41:28,succès,1281.5,35739
LOG_007804,PIPE_FIN_07,Finance,2024-10-17 10:06:14,succès,2745.5,1022285
LOG_003249,PIPE_FIN_08,Finance,2024-10-17 12:20:01,succès,3149.3,362674
LOG_005072,PIPE_MAR_05,Marketing,2024-10-17 12:27:40,succès,1778.6,270250
LOG_005083,PIPE_RH_09,RH,2024-10-17 12:29:42,succès,1833.6,1070592
LOG_007704,PIPE_RH_07,RH,2024-10-17 12:34:19,succès,1724.1,309285
LOG_005990,PIPE_RH_06,RH,2024-10-17 12:49:59,succès,2692.9,1371795
LOG_001333,PIPE_MAR_10,Marketing,2024-10-17 12:58:54,succès,1424.2,553105
LOG_002379,PIPE_RH_08,RH,2024-10-17 13:06:37,succès,3225.6,999658
LOG_001337,PIPE_FIN_03,Finance,2024-10-17 13:15:11,succès,3426.8,1261747
LOG_009599,PIPE_MAR_04,Marketing,2024-10-17 13:16:38,échec,75.2,0
LOG_000723,PIPE_FIN_06,Finance,2024-10-17 13:33:57,succès,917.3,643198
LOG_009235,PIPE_RH_01,RH,2024-10-17 13:50:40,succès,325.7,86382
LOG_007073,PIPE_RH_05,RH,2024-10-17 14:14:57,succès,1175.9,466636
LOG_001400,PIPE_RH_01,RH,2024-10-17 14:19:53,succès,3060.5,842490
LOG_001118,PIPE_MAR_08,Marketing,2024-10-17 14:26:19,succès,812.2,1659407
LOG_006247,PIPE_VEN_02,Ventes,2024-10-17 15:54:51,succès,764.5,623277
LOG_002623,PIPE_MAR_02,Marketing,2024-10-17 16:14:07,succès,732.8,629965
LOG_006420,PIPE_VEN_02,Ventes,2024-10-17 16:36:27,succès,3213.3,206405
LOG_008396,PIPE_RH_01,RH,2024-10-17 16:59:31,succès,1342.6,1037786
LOG_002252,PIPE_FIN_09,Finance,2024-10-17 17:39:35,succès,2871.9,1295208
LOG_006911,PIPE_FIN_05,Finance,2024-10-17 18:23:55,succès,2877.1,739597
LOG_002089,PIPE_VEN_04,Ventes,2024-10-17 18:27:55,succès,2787.2,1481202
LOG_005427,PIPE_MAR_07,Marketing,2024-10-17 18:42:58,succès,2798.5,607154
LOG_007747,PIPE_MAR_05,Marketing,2024-10-17 19:25:11,succès,2883.0,1036788
LOG_000766,PIPE_FIN_06,Finance,2024-10-17 19:25:13,succès,2917.0,721814
LOG_002092,PIPE_RH_07,RH,2024-10-17 20:03:12,succès,2503.9,525518
LOG_005886,PIPE_RH_09,RH,2024-10-17 20:09:50,échec,44.2,0
LOG_008680,PIPE_VEN_10,Ventes,2024-10-17 20:20:03,succès,3147.9,1502857
LOG_002345,PIPE_RH_08,RH,2024-10-17 20:54:54,succès,2038.4,1272290
LOG_000869,PIPE_MAR_08,Marketing,2024-10-17 20:59:35,avertissement,82.3,518918
LOG_008457,PIPE_MAR_02,Marketing,2024-10-17 21:46:17,succès,1558.6,757939
LOG_008301,PIPE_MAR_04,Marketing,2024-10-17 21:49:07,succès,1468.6,1698562
LOG_001762,PIPE_FIN_01,Finance,2024-10-17 22:01:22,succès,2151.7,163276
LOG_001348,PIPE_MAR_05,Marketing,2024-10-17 22:39:22,succès,2319.9,178676
LOG_009296,PIPE_VEN_04,Ventes,2024-10-17 22:48:39,succès,2093.2,1409349
LOG_008726,PIPE_MAR_06,Marketing,2024-10-18 00:16:48,succès,2055.5,124242
LOG_007909,PIPE_MAR_07,Marketing,2024-10-18 01:58:11,succès,3303.0,556324
LOG_008322,PIPE_VEN_01,Ventes,2024-10-18 02:22:11,succès,1514.3,597721
LOG_006184,PIPE_VEN_09,Ventes,2024-10-18 02:57:42,succès,3244.1,1557097
LOG_001486,PIPE_VEN_06,Ventes,2024-10-18 03:21:43,succès,2250.7,1959526
LOG_007254,PIPE_VEN_01,Ventes,2024-10-18 03:42:42,succès,1776.3,1673298
LOG_000617,PIPE_MAR_09,Marketing,2024-10-18 04:39:35,succès,2419.0,1993139
LOG_004926,PIPE_MAR_01,Marketing,2024-10-18 04:59:22,avertissement,2202.5,1816744
LOG_006916,PIPE_RH_05,RH,2024-10-18 05:56:33,succès,3051.8,897900
LOG_005947,PIPE_RH_09,RH,2024-10-18 07:13:16,succès,2837.4,599878
LOG_007751,PIPE_RH_02,RH,2024-10-18 07:19:02,succès,1939.2,257251
LOG_003532,PIPE_FIN_05,Finance,2024-10-18 07:57:29,succès,2879.3,595884
LOG_006345,PIPE_VEN_02,Ventes,2024-10-18 08:33:13,succès,2332.7,1621006
LOG_000741,PIPE_MAR_07,Marketing,2024-10-18 08:33:21,succès,879.6,712420
LOG_009852,PIPE_FIN_04,Finance,2024-10-18 09:19:32,succès,687.5,640209
LOG_009028,PIPE_RH_05,RH,2024-10-18 09:27:47,succès,2244.5,1364301
LOG_002395,PIPE_RH_10,RH,2024-10-18 09:28:11,succès,254.5,361634
LOG_007548,PIPE_VEN_04,Ventes,2024-10-18 09:29:03,succès,3273.2,753983
LOG_000340,PIPE_VEN_09,Ventes,2024-10-18 10:08:46,succès,649.8,1783575
LOG_005609,PIPE_VEN_06,Ventes,2024-10-18 10:34:12,succès,1695.0,821403
LOG_002083,PIPE_FIN_05,Finance,2024-10-18 10:50:41,succès,2869.8,1231793
