score_id,table_id,nom,domaine,semaine,completude,unicite,validite,score_global,alerte
SCR_0002700,TBL_0100,finance_retourner_50,Finance,2024-53,94.7,96.3,92.8,94.6,False
SCR_0002701,TBL_0101,marketing_tour_1,Marketing,2024-27,65.4,86.0,77.6,76.3,True
SCR_0002702,TBL_0101,marketing_tour_1,Marketing,2024-28,67.5,84.5,70.1,74.0,True
SCR_0002703,TBL_0101,marketing_tour_1,Marketing,2024-29,74.8,90.5,85.5,83.6,False
SCR_0002704,TBL_0101,marketing_tour_1,Marketing,2024-30,76.7,85.1,70.3,77.4,True
SCR_0002705,TBL_0101,marketing_tour_1,Marketing,2024-31,68.0,84.2,75.6,75.9,True
SCR_0002706,TBL_0101,marketing_tour_1,Marketing,2024-32,74.4,85.0,81.7,80.4,False
SCR_0002707,TBL_0101,marketing_tour_1,Marketing,2024-33,74.1,88.0,85.7,82.6,False
SCR_0002708,TBL_0101,marketing_tour_1,Marketing,2024-34,70.3,89.3,79.9,79.8,True
SCR_0002709,TBL_0101,marketing_tour_1,Marketing,2024-35,73.7,90.7,84.4,82.9,False
SCR_0002710,TBL_0101,marketing_tour_1,Marketing,2024-36,71.2,87.5,81.4,80.0,False
SCR_0002711,TBL_0101,marketing_tour_1,Marketing,2024-37,73.9,89.8,81.4,81.7,False
SCR_0002712,TBL_0101,marketing_tour_1,Marketing,2024-38,82.3,83.4,79.4,81.7,False
SCR_0002713,TBL_0101,marketing_tour_1,Marketing,2024-39,71.4,89.8,71.9,77.7,True
SCR_0002714,TBL_0101,marketing_tour_1,Marketing,2024-40,76.4,86.1,76.3,79.6,True
SCR_0002715,TBL_0101,marketing_tour_1,Marketing,2024-41,69.2,86.6,85.4,80.4,False
SCR_0002716,TBL_0101,marketing_tour_1,Marketing,2024-42,74.9,89.9,88.3,84.4,False
SCR_0002717,TBL_0101,marketing_tour_1,Marketing,2024-43,76.1,86.3,82.3,81.6,False
SCR_0002718,TBL_0101,marketing_tour_1,Marketing,2024-44,72.8,86.5,72.4,77.2,True
SCR_0002719,TBL_0101,marketing_tour_1,Marketing,2024-45,78.7,86.8,80.9,82.1,False
SCR_0002720,TBL_0101,marketing_tour_1,Marketing,2024-46,70.9,89.3,76.2,78.8,True
SCR_0002721,TBL_0101,marketing_tour_1,Marketing,2024-47,74.4,90.6,84.0,83.0,False
SCR_0002722,TBL_0101,marketing_tour_1,Marketing,2024-48,74.9,82.7,95.0,84.2,False
SCR_0002723,TBL_0101,marketing_tour_1,Marketing,2024-49,82.0,90.2,76.2,82.8,False
SCR_0002724,TBL_0101,marketing_tour_1,Marketing,2024-50,74.5,86.4,86.3,82.4,False
SCR_0002725,TBL_0101,marketing_tour_1,Marketing,2024-51,76.1,85.6,77.6,79.8,True
SCR_0002726,TBL_0101,marketing_tour_1,Marketing,2024-52,79.5,92.8,87.6,86.6,False
SCR_0002727,TBL_0101,marketing_tour_1,Marketing,2024-53,78.0,87.2,63.8,76.3,True
SCR_0002728,TBL_0102,marketing_cela_2,Marketing,2024-27,86.2,90.0,88.7,88.3,False
SCR_0002729,TBL_0102,marketing_cela_2,Marketing,2024-28,85.2,86.0,90.8,87.3,False
SCR_0002730,TBL_0102,marketing_cela_2,Marketing,2024-29,87.5,92.0,92.7,90.7,False
SCR_0002731,TBL_0102,marketing_cela_2,Marketing,2024-30,87.4,88.8,87.6,87.9,False
SCR_0002732,TBL_0102,marketing_cela_2,Marketing,2024-31,85.4,90.3,93.0,89.6,False
SCR_0002733,TBL_0102,marketing_cela_2,Marketing,2024-32,87.6,96.2,99.0,94.3,False
SCR_0002734,TBL_0102,marketing_cela_2,Marketing,2024-33,85.3,78.5,94.2,86.0,False
SCR_0002735,TBL_0102,marketing_cela_2,Marketing,2024-34,82.8,87.6,86.0,85.5,False
SCR_0002736,TBL_0102,marketing_cela_2,Marketing,2024-35,83.2,91.8,80.2,85.1,False
SCR_0002737,TBL_0102,marketing_cela_2,Marketing,2024-36,80.7,91.0,91.1,87.6,False
SCR_0002738,TBL_0102,marketing_cela_2,Marketing,2024-37,87.6,87.6,83.1,86.1,False
SCR_0002739,TBL_0102,marketing_cela_2,Marketing,2024-38,83.0,90.7,95.4,89.7,False
SCR_0002740,TBL_0102,marketing_cela_2,Marketing,2024-39,76.8,89.3,81.3,82.5,False
SCR_0002741,TBL_0102,marketing_cela_2,Marketing,2024-40,78.4,92.9,90.7,87.3,False
SCR_0002742,TBL_0102,marketing_cela_2,Marketing,2024-41,86.8,92.8,85.6,88.4,False
SCR_0002743,TBL_0102,marketing_cela_2,Marketing,2024-42,83.3,96.6,86.8,88.9,False
SCR_0002744,TBL_0102,marketing_cela_2,Marketing,2024-43,87.9,90.0,78.8,85.6,False
SCR_0002745,TBL_0102,marketing_cela_2,Marketing,2024-44,76.8,88.3,93.3,86.1,False
SCR_0002746,TBL_0102,marketing_cela_2,Marketing,2024-45,88.2,92.7,83.1,88.0,False
SCR_0002747,TBL_0102,marketing_cela_2,Marketing,2024-46,91.5,87.1,89.1,89.2,False
SCR_0002748,TBL_0102,marketing_cela_2,Marketing,2024-47,85.0,89.5,94.7,89.7,False
SCR_0002749,TBL_0102,marketing_cela_2,Marketing,2024-48,82.2,86.0,88.1,85.4,False
SCR_0002750,TBL_0102,marketing_cela_2,Marketing,2024-49,83.4,100.0,91.4,91.6,False
SCR_0002751,TBL_0102,marketing_cela_2,Marketing,2024-50,83.4,86.8,78.6,82.9,False
SCR_0002752,TBL_0102,marketing_cela_2,Marketing,2024-51,80.9,90.3,95.1,88.8,False
SCR_0002753,TBL_0102,marketing_cela_2,Marketing,2024-52,89.5,90.7,86.4,88.9,False
SCR_0002754,TBL_0102,marketing_cela_2,Marketing,2024-53,86.1,88.4,96.6,90.4,False
SCR_0002755,TBL_0103,marketing_à_3,Marketing,2024-27,79.2,84.7,71.9,78.6,True
SCR_0002756,TBL_0103,marketing_à_3,Marketing,2024-28,79.2,87.5,77.7,81.5,False
SCR_0002757,TBL_0103,marketing_à_3,Marketing,2024-29,77.0,87.4,75.6,80.0,False
SCR_0002758,TBL_0103,marketing_à_3,Marketing,2024-30,84.2,83.4,81.1,82.9,False
SCR_0002759,TBL_0103,marketing_à_3,Marketing,2024-31,75.5,86.1,95.3,85.6,False
SCR_0002760,TBL_0103,marketing_à_3,Marketing,2024-32,83.1,82.4,88.7,84.7,False
SCR_0002761,TBL_0103,marketing_à_3,Marketing,2024-33,78.7,89.1,87.0,84.9,False
SCR_0002762,TBL_0103,marketing_à_3,Marketing,2024-34,68.2,82.0,87.7,79.3,True
SCR_0002763,TBL_0103,marketing_à_3,Marketing,2024-35,80.6,81.9,79.8,80.8,False
SCR_0002764,TBL_0103,marketing_à_3,Marketing,2024-36,72.4,84.7,94.1,83.7,False
SCR_0002765,TBL_0103,marketing_à_3,Marketing,2024-37,83.2,91.6,87.4,87.4,False
SCR_0002766,TBL_0103,marketing_à_3,Marketing,2024-38,84.1,90.9,84.9,86.6,False
SCR_0002767,TBL_0103,marketing_à_3,Marketing,2024-39,79.3,88.1,90.3,85.9,False
SCR_0002768,TBL_0103,marketing_à_3,Marketing,2024-40,78.1,82.8,83.7,81.5,False
SCR_0002769,TBL_0103,marketing_à_3,Marketing,2024-41,83.3,87.4,75.9,82.2,False
SCR_0002770,TBL_0103,marketing_à_3,Marketing,2024-42,87.6,83.1,81.7,84.1,False
SCR_0002771,TBL_0103,marketing_à_3,Marketing,2024-43,76.4,93.1,84.2,84.6,False
SCR_0002772,TBL_0103,marketing_à_3,Marketing,2024-44,76.6,87.6,86.8,83.7,False
SCR_0002773,TBL_0103,marketing_à_3,Marketing,2024-45,79.2,87.5,78.9,81.9,False
SCR_0002774,TBL_0103,marketing_à_3,Marketing,2024-46,78.0,79.0,76.4,77.8,True
SCR_0002775,TBL_0103,marketing_à_3,Marketing,2024-47,87.2,89.9,83.3,86.8,False
SCR_0002776,TBL_0103,marketing_à_3,Marketing,2024-48,86.7,84.5,81.8,84.3,False
SCR_0002777,TBL_0103,marketing_à_3,Marketing,2024-49,80.2,84.6,81.9,82.2,False
SCR_0002778,TBL_0103,marketing_à_3,Marketing,2024-50,84.6,85.5,86.6,85.6,False
SCR_0002779,TBL_0103,marketing_à_3,Marketing,2024-51,84.1,86.2,78.1,82.8,False
SCR_0002780,TBL_0103,marketing_à_3,Marketing,2024-52,74.6,85.4,82.1,80.7,False
SCR_0002781,TBL_0103,marketing_à_3,Marketing,2024-53,80.3,85.0,95.9,87.1,False
SCR_0002782,TBL_0104,marketing_travail_4,Marketing,2024-27,84.7,89.0,93.7,89.1,False
SCR_0002783,TBL_0104,marketing_travail_4,Marketing,2024-28,88.5,95.9,94.9,93.1,False
SCR_0002784,TBL_0104,marketing_travail_4,Marketing,2024-29,95.1,90.5,89.2,91.6,False
SCR_0002785,TBL_0104,marketing_travail_4,Marketing,2024-30,91.7,97.3,100.0,96.3,False
SCR_0002786,TBL_0104,marketing_travail_4,Marketing,2024-31,93.8,94.8,87.5,92.0,False
SCR_0002787,TBL_0104,marketing_travail_4,Marketing,2024-32,87.7,93.2,95.3,92.1,False
SCR_0002788,TBL_0104,marketing_travail_4,Marketing,2024-33,91.0,91.0,89.8,90.6,False
SCR_0002789,TBL_0104,marketing_travail_4,Marketing,2024-34,93.5,96.1,94.8,94.8,False
SCR_0002790,TBL_0104,marketing_travail_4,Marketing,2024-35,91.5,99.9,93.2,94.9,False
SCR_0002791,TBL_0104,marketing_travail_4,Marketing,2024-36,88.5,92.3,93.2,91.3,False
SCR_0002792,TBL_0104,marketing_travail_4,Marketing,2024-37,80.2,94.4,91.0,88.5,False
SCR_0002793,TBL_0104,marketing_travail_4,Marketing,2024-38,84.5,92.2,96.0,90.9,False
SCR_0002794,TBL_0104,marketing_travail_4,Marketing,2024-39,90.9,95.3,93.5,93.2,False
SCR_0002795,TBL_0104,marketing_travail_4,Marketing,2024-40,90.4,98.7,92.6,93.9,False
SCR_0002796,TBL_0104,marketing_travail_4,Marketing,2024-41,84.2,99.9,93.9,92.7,False
SCR_0002797,TBL_0104,marketing_travail_4,Marketing,2024-42,87.6,91.2,94.0,90.9,False
SCR_0002798,TBL_0104,marketing_travail_4,Marketing,2024-43,89.5,99.7,90.3,93.2,False
SCR_0002799,TBL_0104,marketing_travail_4,Marketing,2024-44,86.7,97.7,96.6,93.7,False
SCR_0002800,TBL_0104,marketing_travail_4,Marketing,2024-45,90.7,97.0,91.8,93.2,False
SCR_0002801,TBL_0104,marketing_travail_4,Marketing,2024-46,90.9,98.5,95.1,94.8,False
SCR_0002802,TBL_0104,marketing_travail_4,Marketing,2024-47,89.3,99.1,80.2,89.5,False
SCR_0002803,TBL_0104,marketing_travail_4,Marketing,2024-48,98.2,89.9,88.9,92.3,False
SCR_0002804,TBL_0104,marketing_travail_4,Marketing,2024-49,89.8,94.6,97.0,93.8,False
SCR_0002805,TBL_0104,marketing_travail_4,Marketing,2024-50,85.8,95.8,89.1,90.2,False
SCR_0002806,TBL_0104,marketing_travail_4,Marketing,2024-51,91.2,94.8,92.5,92.8,False
SCR_0002807,TBL_0104,marketing_travail_4,Marketing,2024-52,87.8,93.5,93.4,91.6,False
SCR_0002808,TBL_0104,marketing_travail_4,Marketing,2024-53,93.8,93.2,87.7,91.6,False
SCR_0002809,TBL_0105,marketing_découvrir_5,Marketing,2024-27,82.5,84.9,87.2,84.9,False
SCR_0002810,TBL_0105,marketing_découvrir_5,Marketing,2024-28,76.4,79.7,80.3,78.8,True
SCR_0002811,TBL_0105,marketing_découvrir_5,Marketing,2024-29,76.9,84.8,79.8,80.5,False
SCR_0002812,TBL_0105,marketing_découvrir_5,Marketing,2024-30,83.0,84.1,83.8,83.6,False
SCR_0002813,TBL_0105,marketing_découvrir_5,Marketing,2024-31,80.6,85.6,82.9,83.0,False
SCR_0002814,TBL_0105,marketing_découvrir_5,Marketing,2024-32,82.0,82.6,90.0,84.9,False
SCR_0002815,TBL_0105,marketing_découvrir_5,Marketing,2024-33,79.1,81.1,83.9,81.4,False
SCR_0002816,TBL_0105,marketing_découvrir_5,Marketing,2024-34,76.6,87.0,94.0,85.9,False
SCR_0002817,TBL_0105,marketing_découvrir_5,Marketing,2024-35,76.9,86.0,74.2,79.0,True
SCR_0002818,TBL_0105,marketing_découvrir_5,Marketing,2024-36,81.8,82.3,79.9,81.3,False
SCR_0002819,TBL_0105,marketing_découvrir_5,Marketing,2024-37,75.6,87.2,88.0,83.6,False
SCR_0002820,TBL_0105,marketing_découvrir_5,Marketing,2024-38,80.1,82.4,90.9,84.5,False
SCR_0002821,TBL_0105,marketing_découvrir_5,Marketing,2024-39,77.0,78.5,85.3,80.3,False
SCR_0002822,TBL_0105,marketing_découvrir_5,Marketing,2024-40,75.6,88.0,81.1,81.6,False
SCR_0002823,TBL_0105,marketing_découvrir_5,Marketing,2024-41,82.4,89.2,77.0,82.9,False
SCR_0002824,TBL_0105,marketing_découvrir_5,Marketing,2024-42,77.7,84.8,90.7,84.4,False
SCR_0002825,TBL_0105,marketing_découvrir_5,Marketing,2024-43,77.4,83.2,85.4,82.0,False
SCR_0002826,TBL_0105,marketing_découvrir_5,Marketing,2024-44,77.7,85.5,75.2,79.5,True
SCR_0002827,TBL_0105,marketing_découvrir_5,Marketing,2024-45,88.9,81.0,81.4,83.8,False
SCR_0002828,TBL_0105,marketing_découvrir_5,Marketing,2024-46,79.9,90.7,76.4,82.3,False
SCR_0002829,TBL_0105,marketing_découvrir_5,Marketing,2024-47,87.9,87.3,85.1,86.8,False
SCR_0002830,TBL_0105,marketing_découvrir_5,Marketing,2024-48,76.1,86.7,79.4,80.7,False
SCR_0002831,TBL_0105,marketing_découvrir_5,Marketing,2024-49,85.1,82.1,82.4,83.2,False
SCR_0002832,TBL_0105,marketing_découvrir_5,Marketing,2024-50,77.8,82.0,86.7,82.2,False
SCR_0002833,TBL_0105,marketing_découvrir_5,Marketing,2024-51,82.1,88.6,74.1,81.6,False
SCR_0002834,TBL_0105,marketing_découvrir_5,Marketing,2024-52,84.3,92.5,80.7,85.8,False
SCR_0002835,TBL_0105,marketing_découvrir_5,Marketing,2024-53,87.6,84.2,76.1,82.6,False
SCR_0002836,TBL_0106,marketing_objet_6,Marketing,2024-27,78.8,88.1,78.8,81.9,False
SCR_0002837,TBL_0106,marketing_objet_6,Marketing,2024-28,77.6,86.8,83.0,82.5,False
SCR_0002838,TBL_0106,marketing_objet_6,Marketing,2024-29,82.3,85.7,85.4,84.5,False
SCR_0002839,TBL_0106,marketing_objet_6,Marketing,2024-30,78.3,85.7,78.4,80.8,False
SCR_0002840,TBL_0106,marketing_objet_6,Marketing,2024-31,85.2,83.1,88.6,85.6,False
SCR_0002841,TBL_0106,marketing_objet_6,Marketing,2024-32,79.1,85.6,80.5,81.7,False
SCR_0002842,TBL_0106,marketing_objet_6,Marketing,2024-33,75.9,79.8,77.7,77.8,True
SCR_0002843,TBL_0106,marketing_objet_6,Marketing,2024-34,78.7,85.6,88.1,84.1,False
SCR_0002844,TBL_0106,marketing_objet_6,Marketing,2024-35,78.2,82.4,75.8,78.8,True
SCR_0002845,TBL_0106,marketing_objet_6,Marketing,2024-36,81.9,89.1,89.3,86.8,False
SCR_0002846,TBL_0106,marketing_objet_6,Marketing,2024-37,82.8,86.9,91.5,87.1,False
SCR_0002847,TBL_0106,marketing_objet_6,Marketing,2024-38,81.3,86.9,81.4,83.2,False
SCR_0002848,TBL_0106,marketing_objet_6,Marketing,2024-39,74.6,82.9,83.0,80.2,False
SCR_0002849,TBL_0106,marketing_objet_6,Marketing,2024-40,80.2,90.8,83.4,84.8,False
SCR_0002850,TBL_0106,marketing_objet_6,Marketing,2024-41,84.7,83.7,81.4,83.3,False
SCR_0002851,TBL_0106,marketing_objet_6,Marketing,2024-42,74.7,82.8,85.6,81.0,False
SCR_0002852,TBL_0106,marketing_objet_6,Marketing,2024-43,80.0,87.8,83.9,83.9,False
SCR_0002853,TBL_0106,marketing_objet_6,Marketing,2024-44,78.6,91.4,82.5,84.2,False
SCR_0002854,TBL_0106,marketing_objet_6,Marketing,2024-45,84.7,83.8,86.5,85.0,False
SCR_0002855,TBL_0106,marketing_objet_6,Marketing,2024-46,83.7,85.6,71.2,80.2,False
SCR_0002856,TBL_0106,marketing_objet_6,Marketing,2024-47,80.1,88.7,85.6,84.8,False
SCR_0002857,TBL_0106,marketing_objet_6,Marketing,2024-48,81.8,79.8,79.4,80.3,False
SCR_0002858,TBL_0106,marketing_objet_6,Marketing,2024-49,81.6,86.2,89.1,85.6,False
SCR_0002859,TBL_0106,marketing_objet_6,Marketing,2024-50,79.4,86.2,83.1,82.9,False
SCR_0002860,TBL_0106,marketing_objet_6,Marketing,2024-51,76.1,78.2,85.2,79.8,True
SCR_0002861,TBL_0106,marketing_objet_6,Marketing,2024-52,80.7,83.1,74.9,79.6,True
SCR_0002862,TBL_0106,marketing_objet_6,Marketing,2024-53,82.5,84.2,85.8,84.2,False
SCR_0002863,TBL_0107,marketing_attacher_7,Marketing,2024-27,87.5,78.6,79.5,81.9,False
SCR_0002864,TBL_0107,marketing_attacher_7,Marketing,2024-28,79.2,89.4,74.8,81.1,False
SCR_0002865,TBL_0107,marketing_attacher_7,Marketing,2024-29,87.7,85.4,82.5,85.2,False
SCR_0002866,TBL_0107,marketing_attacher_7,Marketing,2024-30,79.2,83.7,88.2,83.7,False
SCR_0002867,TBL_0107,marketing_attacher_7,Marketing,2024-31,75.7,86.0,81.1,80.9,False
SCR_0002868,TBL_0107,marketing_attacher_7,Marketing,2024-32,77.0,92.8,85.1,85.0,False
SCR_0002869,TBL_0107,marketing_attacher_7,Marketing,2024-33,82.5,88.4,75.9,82.3,False
SCR_0002870,TBL_0107,marketing_attacher_7,Marketing,2024-34,87.0,77.5,79.2,81.2,False
SCR_0002871,TBL_0107,marketing_attacher_7,Marketing,2024-35,78.2,86.7,84.1,83.0,False
SCR_0002872,TBL_0107,marketing_attacher_7,Marketing,2024-36,79.3,85.0,78.1,80.8,False
SCR_0002873,TBL_0107,marketing_attacher_7,Marketing,2024-37,74.0,87.2,86.5,82.6,False
SCR_0002874,TBL_0107,marketing_attacher_7,Marketing,2024-38,86.3,82.6,86.5,85.1,False
SCR_0002875,TBL_0107,marketing_attacher_7,Marketing,2024-39,78.9,88.6,88.1,85.2,False
SCR_0002876,TBL_0107,marketing_attacher_7,Marketing,2024-40,80.8,84.0,87.8,84.2,False
SCR_0002877,TBL_0107,marketing_attacher_7,Marketing,2024-41,82.6,82.9,76.4,80.6,False
SCR_0002878,TBL_0107,marketing_attacher_7,Marketing,2024-42,78.8,89.5,88.7,85.7,False
SCR_0002879,TBL_0107,marketing_attacher_7,Marketing,2024-43,75.6,81.5,89.4,82.2,False
SCR_0002880,TBL_0107,marketing_attacher_7,Marketing,2024-44,75.5,86.5,79.9,80.6,False
SCR_0002881,TBL_0107,marketing_attacher_7,Marketing,2024-45,86.5,82.7,88.7,86.0,False
SCR_0002882,TBL_0107,marketing_attacher_7,Marketing,2024-46,80.7,85.8,73.1,79.9,True
SCR_0002883,TBL_0107,marketing_attacher_7,Marketing,2024-47,71.2,84.3,84.2,79.9,True
SCR_0002884,TBL_0107,marketing_attacher_7,Marketing,2024-48,75.5,81.7,85.8,81.0,False
SCR_0002885,TBL_0107,marketing_attacher_7,Marketing,2024-49,82.3,84.6,86.9,84.6,False
SCR_0002886,TBL_0107,marketing_attacher_7,Marketing,2024-50,75.3,83.9,91.2,83.5,False
SCR_0002887,TBL_0107,marketing_attacher_7,Marketing,2024-51,80.3,85.4,94.5,86.7,False
SCR_0002888,TBL_0107,marketing_attacher_7,Marketing,2024-52,74.4,87.4,91.3,84.4,False
SCR_0002889,TBL_0107,marketing_attacher_7,Marketing,2024-53,78.7,87.6,78.1,81.5,False
SCR_0002890,TBL_0108,marketing_soin_8,Marketing,2024-27,87.3,96.2,96.0,93.2,False
SCR_0002891,TBL_0108,marketing_soin_8,Marketing,2024-28,94.5,99.7,91.7,95.3,False
SCR_0002892,TBL_0108,marketing_soin_8,Marketing,2024-29,94.8,94.0,96.5,95.1,False
SCR_0002893,TBL_0108,marketing_soin_8,Marketing,2024-30,90.8,96.3,94.1,93.7,False
SCR_0002894,TBL_0108,marketing_soin_8,Marketing,2024-31,83.6,91.6,92.5,89.2,False
SCR_0002895,TBL_0108,marketing_soin_8,Marketing,2024-32,83.3,97.5,96.4,92.4,False
SCR_0002896,TBL_0108,marketing_soin_8,Marketing,2024-33,91.3,91.6,98.9,93.9,False
SCR_0002897,TBL_0108,marketing_soin_8,Marketing,2024-34,98.1,95.4,94.6,96.0,False
SCR_0002898,TBL_0108,marketing_soin_8,Marketing,2024-35,90.8,96.6,91.4,92.9,False
SCR_0002899,TBL_0108,marketing_soin_8,Marketing,2024-36,89.9,97.7,100.0,95.9,False
SCR_0002900,TBL_0108,marketing_soin_8,Marketing,2024-37,84.4,94.7,86.1,88.4,False
SCR_0002901,TBL_0108,marketing_soin_8,Marketing,2024-38,96.4,93.2,84.8,91.5,False
SCR_0002902,TBL_0108,marketing_soin_8,Marketing,2024-39,92.6,100.0,95.3,96.0,False
SCR_0002903,TBL_0108,marketing_soin_8,Marketing,2024-40,90.8,96.2,99.1,95.4,False
SCR_0002904,TBL_0108,marketing_soin_8,Marketing,2024-41,86.5,94.7,89.7,90.3,False
SCR_0002905,TBL_0108,marketing_soin_8,Marketing,2024-42,85.3,94.0,97.5,92.3,False
SCR_0002906,TBL_0108,marketing_soin_8,Marketing,2024-43,92.3,96.9,92.7,94.0,False
SCR_0002907,TBL_0108,marketing_soin_8,Marketing,2024-44,92.1,92.6,90.5,91.7,False
SCR_0002908,TBL_0108,marketing_soin_8,Marketing,2024-45,90.8,95.8,93.6,93.4,False
SCR_0002909,TBL_0108,marketing_soin_8,Marketing,2024-46,89.4,93.9,100.0,94.4,False
SCR_0002910,TBL_0108,marketing_soin_8,Marketing,2024-47,93.6,96.2,90.8,93.5,False
SCR_0002911,TBL_0108,marketing_soin_8,Marketing,2024-48,88.2,94.6,93.5,92.1,False
SCR_0002912,TBL_0108,marketing_soin_8,Marketing,2024-49,82.5,90.3,88.8,87.2,False
SCR_0002913,TBL_0108,marketing_soin_8,Marketing,2024-50,90.8,94.3,99.4,94.8,False
SCR_0002914,TBL_0108,marketing_soin_8,Marketing,2024-51,84.1,92.7,99.6,92.1,False
SCR_0002915,TBL_0108,marketing_soin_8,Marketing,2024-52,90.5,97.7,100.0,96.1,False
SCR_0002916,TBL_0108,marketing_soin_8,Marketing,2024-53,87.2,94.7,90.6,90.8,False
SCR_0002917,TBL_0109,marketing_arbre_9,Marketing,2024-27,82.2,94.1,96.4,90.9,False
SCR_0002918,TBL_0109,marketing_arbre_9,Marketing,2024-28,92.2,96.9,90.1,93.1,False
SCR_0002919,TBL_0109,marketing_arbre_9,Marketing,2024-29,87.4,98.8,89.5,91.9,False
SCR_0002920,TBL_0109,marketing_arbre_9,Marketing,2024-30,91.2,95.5,99.3,95.3,False
SCR_0002921,TBL_0109,marketing_arbre_9,Marketing,2024-31,93.9,91.1,86.1,90.4,False
SCR_0002922,TBL_0109,marketing_arbre_9,Marketing,2024-32,92.3,94.8,89.7,92.3,False
SCR_0002923,TBL_0109,marketing_arbre_9,Marketing,2024-33,94.1,95.6,92.3,94.0,False
SCR_0002924,TBL_0109,marketing_arbre_9,Marketing,2024-34,93.1,93.9,99.8,95.6,False
SCR_0002925,TBL_0109,marketing_arbre_9,Marketing,2024-35,86.8,97.0,99.2,94.3,False
SCR_0002926,TBL_0109,marketing_arbre_9,Marketing,2024-36,84.5,94.0,97.7,92.1,False
SCR_0002927,TBL_0109,marketing_arbre_9,Marketing,2024-37,94.6,94.5,88.3,92.5,False
SCR_0002928,TBL_0109,marketing_arbre_9,Marketing,2024-38,93.8,98.6,86.2,92.9,False
SCR_0002929,TBL_0109,marketing_arbre_9,Marketing,2024-39,85.2,95.7,95.1,92.0,False
SCR_0002930,TBL_0109,marketing_arbre_9,Marketing,2024-40,88.8,97.0,88.4,91.4,False
SCR_0002931,TBL_0109,marketing_arbre_9,Marketing,2024-41,81.5,93.7,92.3,89.2,False
SCR_0002932,TBL_0109,marketing_arbre_9,Marketing,2024-42,88.9,91.5,82.9,87.8,False
SCR_0002933,TBL_0109,marketing_arbre_9,Marketing,2024-43,87.9,97.7,98.3,94.6,False
SCR_0002934,TBL_0109,marketing_arbre_9,Marketing,2024-44,94.8,92.6,86.2,91.2,False
SCR_0002935,TBL_0109,marketing_arbre_9,Marketing,2024-45,92.0,96.9,94.0,94.3,False
SCR_0002936,TBL_0109,marketing_arbre_9,Marketing,2024-46,81.9,92.4,91.9,88.7,False
SCR_0002937,TBL_0109,marketing_arbre_9,Marketing,2024-47,91.9,97.3,92.7,94.0,False
SCR_0002938,TBL_0109,marketing_arbre_9,Marketing,2024-48,91.3,95.3,95.4,94.0,False
SCR_0002939,TBL_0109,marketing_arbre_9,Marketing,2024-49,91.3,95.2,90.7,92.4,False
SCR_0002940,TBL_0109,marketing_arbre_9,Marketing,2024-50,90.3,96.5,93.3,93.4,False
SCR_0002941,TBL_0109,marketing_arbre_9,Marketing,2024-51,91.5,99.0,93.3,94.6,False
SCR_0002942,TBL_0109,marketing_arbre_9,Marketing,2024-52,87.4,97.7,85.2,90.1,False
SCR_0002943,TBL_0109,marketing_arbre_9,Marketing,2024-53,85.7,96.0,94.6,92.1,False
SCR_0002944,TBL_0110,marketing_pendant_10,Marketing,2024-27,85.0,93.9,89.0,89.3,False
SCR_0002945,TBL_0110,marketing_pendant_10,Marketing,2024-28,88.1,97.8,95.5,93.8,False
SCR_0002946,TBL_0110,marketing_pendant_10,Marketing,2024-29,89.9,93.4,85.3,89.5,False
SCR_0002947,TBL_0110,marketing_pendant_10,Marketing,2024-30,95.7,96.8,88.5,93.7,False
SCR_0002948,TBL_0110,marketing_pendant_10,Marketing,2024-31,92.9,94.8,90.6,92.8,False
SCR_0002949,TBL_0110,marketing_pendant_10,Marketing,2024-32,91.7,92.8,90.3,91.6,False
SCR_0002950,TBL_0110,marketing_pendant_10,Marketing,2024-33,90.5,93.5,95.3,93.1,False
SCR_0002951,TBL_0110,marketing_pendant_10,Marketing,2024-34,97.5,92.7,83.7,91.3,False
SCR_0002952,TBL_0110,marketing_pendant_10,Marketing,2024-35,82.0,94.5,88.7,88.4,False
SCR_0002953,TBL_0110,marketing_pendant_10,Marketing,2024-36,90.8,95.4,84.0,90.1,False
SCR_0002954,TBL_0110,marketing_pendant_10,Marketing,2024-37,82.7,95.9,92.7,90.4,False
SCR_0002955,TBL_0110,marketing_pendant_10,Marketing,2024-38,88.3,90.0,94.4,90.9,False
SCR_0002956,TBL_0110,marketing_pendant_10,Marketing,2024-39,95.1,95.8,87.8,92.9,False
SCR_0002957,TBL_0110,marketing_pendant_10,Marketing,2024-40,90.2,90.9,97.3,92.8,False
SCR_0002958,TBL_0110,marketing_pendant_10,Marketing,2024-41,90.3,89.7,90.5,90.2,False
SCR_0002959,TBL_0110,marketing_pendant_10,Marketing,2024-42,91.9,94.0,90.6,92.2,False
SCR_0002960,TBL_0110,marketing_pendant_10,Marketing,2024-43,85.1,96.7,88.8,90.2,False
SCR_0002961,TBL_0110,marketing_pendant_10,Marketing,2024-44,81.4,93.9,96.9,90.7,False
SCR_0002962,TBL_0110,marketing_pendant_10,Marketing,2024-45,88.5,100.0,94.1,94.2,False
SCR_0002963,TBL_0110,marketing_pendant_10,Marketing,2024-46,91.4,94.6,91.7,92.6,False
SCR_0002964,TBL_0110,marketing_pendant_10,Marketing,2024-47,88.9,94.1,94.7,92.6,False
SCR_0002965,TBL_0110,marketing_pendant_10,Marketing,2024-48,86.3,91.8,86.4,88.2,False
